,0
2030-01-07,545.7715000000001
2030-01-14,545.7715000000001
2030-01-21,545.7715000000001
2030-01-28,545.7715000000001
2030-02-04,545.7715000000001
2030-02-11,545.7715000000001
2030-02-18,545.7715000000001
2030-02-25,545.7715000000001
2030-03-04,545.7715000000001
2030-03-11,545.7715000000001
2030-03-18,545.7715000000001
2030-03-25,545.7715000000001
2030-04-01,545.7715000000001
2030-04-08,545.7715000000001
2030-04-15,545.7715000000001
2030-04-22,545.7715000000001
2030-04-29,545.7715000000001
2030-05-06,545.7715000000001
2030-05-13,545.7715000000001
2030-05-20,545.7715000000001
2030-05-27,545.7715000000001
2030-06-03,545.7715000000001
2030-06-10,545.7715000000001
2030-06-17,545.7715000000001
2030-06-24,545.7715000000001
2030-07-01,545.7715000000001
2030-07-08,545.7715000000001
2030-07-15,545.7715000000001
2030-07-22,545.7715000000001
2030-07-29,545.7715000000001
2030-08-05,545.7715000000001
2030-08-12,545.7715000000001
2030-08-19,545.7715000000001
2030-08-26,545.7715000000001
2030-09-02,545.7715000000001
2030-09-09,545.7715000000001
2030-09-16,545.7715000000001
2030-09-23,545.7715000000001
2030-09-30,545.7715000000001
2030-10-07,545.7715000000001
2030-10-14,545.7715000000001
2030-10-21,545.7715000000001
2030-10-28,545.7715000000001
2030-11-04,545.7715000000001
2030-11-11,545.7715000000001
2030-11-18,545.7715000000001
2030-11-25,545.7715000000001
2030-12-02,545.7715000000001
2030-12-09,545.7715000000001
2030-12-16,545.7715000000001
2030-12-23,545.7715000000001
2030-12-30,545.7715000000001
